party,topic,text,label
Bloc Québécois,"U.S. relations, tariffs",This will table a bill to protect supply management and Quebec farmers in future trade agreements,3
Bloc Québécois,"U.S. relations, tariffs",It will table a bill to protect supply management and Quebec farmers in future trade agreements.,3
Bloc Québécois,"U.S. relations, tariffs","He would introduce a bill to guarantee local purchasing and to reserve a percentage of Canadian content in public contracts and federal public procurement, similar to the Buy American Act.",3
Bloc Québécois,"U.S. relations, tariffs","It would introduce a bill to ensure domestic procurement and preserve a percentage of Canadian content in public contracts and government procurement, similar to the Buy America Act.",3
Bloc Québécois,"U.S. relations, tariffs","It would introduce a bill to guarantee local purchasing and reserve a percentage of Canadian content in public contracts and federal procurement, similar to the Buy American Act.",3
Bloc Québécois,"U.S. relations, tariffs","It will introduce a bill to guarantee local purchasing and reserve a percentage of Canadian content in public contracts and federal procurement, similar to the Buy American Act.",3
Bloc Québécois,"U.S. relations, tariffs","It will introduce a bill to ensure local procurement and allocate a percentage of Canadian content in public contracts and federal procurement, similar to the Buy America Act.",3
Bloc Québécois,"U.S. relations, tariffs","It would maintain the digital services tax, which requires large foreign and domestic companies to pay on certain revenues from their interactions with online users in Canada if they meet certain conditions.",3
Bloc Québécois,"U.S. relations, tariffs","It would maintain the digital services tax, which requires large foreign and domestic businesses to pay certain revenues earned from engaging with online consumers in Canada if they meet certain conditions.",3
Bloc Québécois,"U.S. relations, tariffs","It would maintain the digital services tax, which requires foreign and domestic large companies to pay on certain revenues they earn from interacting with online users in Canada if they meet certain conditions.",3
Bloc Québécois,"U.S. relations, tariffs","It would maintain the digital services tax, which requires large foreign and domestic businesses to pay a certain amount of income from engaging online users in Canada if they meet certain conditions.",3
Bloc Québécois,"U.S. relations, tariffs","It would maintain a digital services tax, which would require foreign and domestic large businesses to pay on certain revenues generated by engaging with online users in Canada, if they meet certain conditions.",3
Bloc Québécois,"U.S. relations, tariffs",The party would introduce a bill requiring the House of Commons to vote on a preliminary text of a free trade agreement before its adoption.,3
Bloc Québécois,"U.S. relations, tariffs",The party would introduce a bill requiring the House of Commons to vote on the initial text of the free trade agreement before it is approved.,3
Bloc Québécois,"U.S. relations, tariffs",The party would introduce a bill requiring the House of Commons to vote on a preliminary text of a free trade agreement before it is passed.,3
Bloc Québécois,"U.S. relations, tariffs",The party will introduce a bill requiring the House of Representatives to vote on the initial text of the free trade agreement before it is adopted.,3
Bloc Québécois,"U.S. relations, tariffs",The party will introduce a bill that would require the House of Commons to vote on the initial text of a free trade agreement before it can be adopted.,3
Green,"U.S. relations, tariffs",The Greens would work to ally with other democracies to create joint economic retaliation measures against the United States.,4
Green,"U.S. relations, tariffs",The Greens will work to join with other democracies to create joint economic retaliatory measures against the U.S.,4
Green,"U.S. relations, tariffs",The Greens would work to ally with other democracies to create joint economic retaliatory measures against the United States.,4
Green,"U.S. relations, tariffs",The Greens will work with other democracies to create joint retaliatory economic measures against the US.,4
Green,"U.S. relations, tariffs",The Green Party will work to form alliances with other democracies to create collective economic retaliation against the United States.,4
Green,"U.S. relations, tariffs",They would ban it in the United States,4
Green,"U.S. relations, tariffs",They would prevent the U.S.,4
Green,"U.S. relations, tariffs",They would prevent the US,4
Green,"U.S. relations, tariffs",They will block the U.S.,4
Green,"U.S. relations, tariffs",They will block America.,4
Green,"U.S. relations, tariffs",President Donald Trump at the G7 summit in June,4
Green,"U.S. relations, tariffs",President Donald Trump from the G7 summit in June,4
Green,"U.S. relations, tariffs",President Donald Trump from the G7 summit in June,4
Green,"U.S. relations, tariffs",President Donald Trump from the G7 summit in June,4
Green,"U.S. relations, tariffs",President Donald Trump from the G7 summit in June,4
Green,"U.S. relations, tariffs",They are reportedly discussing with other Five Eyes allies the possibility of reassessing intelligence sharing with the United States.,4
Green,"U.S. relations, tariffs",They would discuss with other Five Eyes partners the possibility of reassessing intelligence sharing with the U.S.,4
Green,"U.S. relations, tariffs",They would discuss with other Five Eyes allies the possibility of re-evaluating intelligence sharing with the United States.,4
Green,"U.S. relations, tariffs",They will discuss with other Five Eyes allies the possibility of re-evaluating intelligence sharing with the US.,4
